WATERBODY_IDENTIFIER,GAZETTED_NAME,Requested Location (Alias),AREA_HA,PERIMETER_M,ELEVATION_M,LONGITUDE,LATITUDE,DD5,MAP,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,CountOfSPECIES_NAME,Fishery Objective,Region,assessed_wbid,ID
01547LNTH,ISOBEL LAKE,ISOBEL(LAKE #163),16.11754791,2326.0507,1005,-120.4060889,50.84350153,1330,433,0,1,7,39,156,267,319,311,171,54,4,1,2,Family,3,,303
00246STHM,JACKO LAKE,JACKO(LAKE #165),32.70329386,2706.1215,891,-120.4205488,50.61053057,1472,354,0,1,9,53,164,273,361,347,195,62,5,1,1,Regional,3,,304
00761LNTH,,JACKPINE(LAKE #1013),16.54403267,2957.1034,1330,-120.411107,51.41274892,845,593,0,0,3,14,66,165,237,215,109,31,2,0,1,Quality,3,,305
01137NICL,JACKSON LAKE,JACKSON(LAKE #2161),20.32629598,2899.8227,1435,-120.1012887,50.02528059,910,691,0,1,3,16,67,157,252,250,125,35,3,0,1,Quality,3,,306
00675LNTH,,JEEP(LAKE #929),6.59862757,1081.7701,1047,-119.6795179,51.41621288,1281,800,2,4,14,41,118,240,327,317,168,41,7,2,1,Regional,3,,307
01189STHM,JIMMY LAKE,JIMMY(LAKE #4460),33.09903806,2846.5684,1292,-119.8224949,50.34146567,1019,654,0,1,4,23,86,180,269,268,139,44,4,0,3,Trophy,3,,308
00850STHM,JOHN FRANK LAKE,JOHN FRANK(LAKE #168),26.10920972,3018.6395,1145,-120.1342018,50.46877,1111,458,0,1,6,27,101,204,287,284,149,47,4,0,1,Regional,3,,309
00782ADMS,JOHNSON LAKE,JOHNSON(LAKE #682),263.6542567,11491.4089,1118,-119.7354604,51.16495789,1241,642,0,1,5,30,119,232,320,317,169,44,4,1,2,Regional,3,,310
00350STHM,JOYCE LAKE,JOYCE,6.40657213,1154.9673,826,-119.6142723,50.56907709,1463,499,1,2,11,53,159,270,359,344,193,66,6,1,1,Regional,3,,311
01088LNIC,KANE LAKES,KANE #1 LEFT(UPPER KANE),6.93430223,1703.4202,1111,-120.6977961,49.97751607,1067,542,1,1,5,26,91,187,275,274,153,50,4,1,1,Quality,3,,312
01083LNIC,KANE LAKES,KANE #2 RIGHT(LOWER KANE LAKE),8.85742542,1644.8533,1111,-120.6883197,49.97986662,1072,540,1,1,6,26,92,187,276,275,154,50,4,1,1,Quality,3,,313
01203BONP,ALKALI LAKES,KERSEY(FIVE MILE),1.36144529,481.7401,900,-121.5487049,51.03467226,1419,411,0,1,8,44,153,265,355,340,190,58,4,0,2,Regional,3,,314
01191BBAR,KWOTLENEMO (FOUNTAIN) LAKE,KWOTLENEMO(LAKE # 3121),34.94292876,2844.1172,901,-121.8061943,50.66564697,1434,474,0,1,8,43,151,258,353,345,204,64,5,1,1,Regional,3,,315
00427LNTH,LAC DES ROCHES,LAC DES ROCHES,635.4090724,26746.9157,1128,-120.5914611,51.49079903,999,593,0,1,4,21,93,190,264,258,125,40,3,0,9,Regional,3,,316
00269GUIC,LAC LE JEUNE,LAC LE JEUNE(LAKE #560),163.1600567,9995.6989,1276,-120.4718629,50.48249706,1003,437,0,1,4,21,85,185,272,263,128,39,3,0,1,Regional,3,,317
00356SETN,LAJOIE LAKE,LAJOIE(LITTLE GUN),41.17455511,2944.1388,906,-122.9064711,50.83764133,1273,608,1,1,7,37,131,232,315,302,182,60,5,1,8,Regional,3,,318
00701THOM,LEIGHTON LAKE,LEIGHTON(LAKE #187),46.71999164,4388.2142,1138,-120.8458235,50.61921799,1143,347,0,1,5,27,106,214,302,286,151,47,3,0,1,Regional,3,00701THOM,319
01206BONP,LEIGHWOOD LAKE,LEIGHWOOD(LAKE #5002),21.45508446,2961.1255,1021,-121.6933544,51.02823303,1282,428,0,1,7,35,132,239,327,315,171,50,4,0,2,Family,3,,320
00290LNTH,LEMIEUX LAKE,LEMIEUX(MANN LAKE),25.35116339,3559.8019,774,-120.2009988,51.55145151,1412,582,0,1,7,47,159,271,352,330,184,55,5,0,2,Regional,3,,321
00566GUIC,LEROY LAKE,LEROY EAST,9.95249801,1768.0119,1386,-120.8782393,50.40540487,900,418,0,1,3,15,67,157,256,242,120,37,2,0,1,Regional,3,,322
00564GUIC,,LEROY WEST,7.56990333,1446.9171,1398,-120.8877274,50.40763699,890,424,0,1,3,15,66,156,253,240,118,36,2,0,1,Regional,3,,323
00978LNIC,LILY LAKE,LILY(LAKE #2114),9.52520795,2104.525,1151,-120.935775,50.02616387,1068,530,1,1,5,25,91,185,278,276,154,49,4,1,1,Regional,3,,324
00775UNTH,,LITTLE ANGUS HORNE(LAKE #1480),7.97305428,1289.1739,667,-119.319803,52.05438973,1485,1002,2,5,20,57,167,279,360,341,188,54,9,3,1,Regional,3,,325
00070NICL,,LITTLE BLUE(LK# 2084),8.06512744,1211.9377,1274,-120.2275197,50.27420636,972,476,0,1,4,19,79,172,263,258,131,40,3,0,1,Regional,3,,326
00004NICL,,LITTLE DARDANELLES(RANGE LAKE),18.78357845,2061.2646,1247,-120.1374196,50.34858536,982,489,0,1,4,20,80,176,266,258,132,42,3,0,1,Regional,3,,327
00618LNTH,,LITTLE DUM(LAKE #794),3.70678386,798.5686,1162,-120.3171688,51.44994189,1024,560,0,1,4,21,90,201,278,256,134,37,3,0,1,Regional,3,,328
01112LNIC,,LITTLE HARMON(LAKE NO.1),2.09694024,639.6647,1111,-120.7025277,49.9635817,1063,552,1,1,5,26,90,187,274,273,151,50,4,1,1,Regional,3,,329
00432LNTH,,LITTLE LAC DES ROCHES,34.4151595,3604.6455,1125,-120.6263162,51.49962775,1010,582,0,1,4,22,95,193,265,260,127,41,3,0,1,Regional,3,,330
00104BONP,,LITTLE MACHETE,51.84655232,4662.1022,1576,-120.4323783,51.3812385,685,609,0,0,2,10,50,131,194,182,87,27,2,0,1,Regional,3,,331
01194NICL,LITTLE PENNASK LAKE,LITTLE PENNASK(LAKE #4520),6.90265982,1592.084,1428,-120.1161487,50.02063019,920,677,0,1,3,16,68,159,254,252,127,36,3,0,1,Regional,3,,332
00169GUIC,LODGEPOLE LAKE,LODGEPOLE(LAKE #568),6.95408367,1268.4315,1409,-120.5174949,50.51766272,889,460,0,1,3,16,71,165,247,235,113,34,2,0,2,Regional,3,,333
00250GUIC,LOGAN LAKE,LOGAN(LAKE #569),8.75236795,1644.2435,1098,-120.8075326,50.49601662,1166,373,0,1,6,29,108,212,305,290,159,52,4,0,1,Family,3,,334
00173LNTH,LOLO LAKE,LOLO(LAKE #846),18.73946193,2913.4895,1098,-120.1760476,51.63007102,1111,624,0,1,4,26,109,213,290,282,144,40,3,0,1,Regional,3,,335
00813LNIC,LUNDBOM LAKE,LUNDBOM(LAKE #2116),49.34985072,4013.4184,1123,-120.6169965,50.08701842,1085,476,0,1,5,26,94,192,280,278,154,49,4,0,1,Quality,3,,336
00434LNTH,LYNN LAKE,LYNN(LAKE #853),42.97850237,3520.0949,1229,-120.3540178,51.49236957,954,580,0,1,3,17,78,187,265,240,125,35,2,0,2,Regional,3,00434LNTH,337
00090BONP,MACHETE LAKE,MACHETE(LAKE #5496),467.1456567,19687.5753,1123,-120.5767628,51.38314461,1014,553,0,1,4,22,94,196,267,258,128,41,3,0,7,Regional,3,,338
00848LNIC,MARQUART LAKE,MARQUART(LAKE #2117),22.08004838,2197.1167,1134,-120.6464576,50.07815132,1084,475,0,1,5,26,93,190,281,279,155,49,4,0,3,Regional,3,,339
00212SETN,MARSHALL LAKE,MARSHALL(LAKE # 3059),65.38421196,5631.0041,1146,-122.5919208,50.92374586,1026,871,0,1,5,23,89,179,264,261,153,48,3,0,2,Regional,3,,340
00912LNIC,MATHEW LAKE,"MATHEW(MARQUETTE, LAKE #2513)",4.92735717,934.3899,1052,-120.6584371,50.05189574,1155,475,1,1,7,30,106,204,293,290,166,53,5,1,4,No Objective,3,,341
00639STHM,MCCONNELL LAKE,MCCONNELL(LAKE #215),30.46472971,3054.6747,1294,-120.4584092,50.52388241,1008,443,0,1,4,22,88,190,273,263,126,37,3,0,1,Regional,3,00639STHM,342
00708UNTH,,MCCORMICK,2.85200393,650.596,697,-119.3355254,52.11549769,1459,1009,2,5,20,55,163,274,353,337,186,53,9,3,1,Regional,3,,343
00680STHM,MCGLASHAN LAKE,MCGLASHAN(LAKE #216),17.47557696,2301.241,1186,-120.0593493,50.50466511,1087,475,0,1,5,26,98,199,285,280,145,44,3,0,3,Regional,3,,344
01003LNIC,MENZIES LAKE,MENZIES(LAKE #2122),3.58815613,988.9685,1183,-120.6542086,50.01321407,1025,517,0,1,5,23,85,178,266,269,147,46,4,0,1,No Objective,3,01003LNIC,345
00099LNIC,MILDRED LAKE,MILDRED(LAKE #581),31.29662944,2786.6218,1462,-120.5094692,50.40464335,816,480,0,1,3,13,57,146,231,223,107,32,2,0,1,Regional,3,,346
00145STHM,MILLER LAKE,MILLER(LAKE #4361),15.9269802,1715.6744,876,-119.6743768,50.63507326,1431,501,1,2,9,49,153,263,354,340,190,63,6,1,1,Regional,3,,347
00604STHM,MONTE LAKE,MONTE(LAKE #4394),162.5635988,7168.0956,685,-119.8384959,50.5054514,1621,438,1,2,13,68,186,296,384,371,214,77,8,1,8,Regional,3,,348
00092LNTH,MOOSE LAKE,MOOSE,8.05347575,1593.5162,1068,-120.3671692,51.69355544,1067,610,0,1,4,25,103,207,282,268,135,38,3,0,2,Regional,3,,349
00224LNTH,MOOSEHEAD LAKE,MOOSEHEAD(LOST;LAKE #874),21.09654674,2512.5612,1244,-120.3297611,51.60525527,914,629,0,0,3,17,76,177,251,235,117,34,2,0,1,Quality,3,,350
00382THOM,,MORGAN,2.65925461,971.6392,606,-120.7598343,50.74255045,1820,301,1,2,17,85,217,331,420,402,245,91,8,1,1,Trophy,3,,351
00245SETN,MOWSON POND,MOWSON POND(LAKE #3053),23.28351806,2578.6968,789,-122.7550545,50.91008191,1439,501,1,2,10,48,158,256,343,335,208,72,7,1,1,Regional,3,,352
01329LNIC,MURRAY LAKE,MURRAY,35.71164839,5479.9471,1107,-121.0061028,49.79362675,1106,1053,1,2,6,28,95,191,284,282,159,54,5,1,1,Regional,3,,353
00716SHUL,,NELLIES,5.32557771,1412.5581,468,-119.0041789,51.21935147,1879,709,4,10,32,98,227,334,424,407,235,83,18,6,1,Regional,3,,354
00034STHM,NISKONLITH LAKE,NISKONLITH(LAKE #243),385.2150404,12794.0612,518,-119.7751403,50.78637972,1837,448,1,2,17,86,218,335,425,409,243,89,10,1,2,Regional,3,,355
01530LNTH,NOBLE LAKE,NOBLE(LAKE #246),7.31019624,1666.0446,1069,-120.3839852,50.86196392,1267,448,0,1,6,35,148,258,305,300,160,50,4,1,2,Regional,3,,356
00086BONP,NOMANS LAKE,NOMANS(MUD),17.34771175,1887.6902,1177,-120.4799581,51.39504669,966,572,0,1,3,19,84,187,260,246,124,38,3,0,5,Regional,3,,357
00719THOM,,NORMAN,7.81340082,1473.726,1433,-120.6907401,50.61176409,909,434,0,1,3,16,73,168,250,241,119,36,2,0,1,Quality,3,,358
01221STHM,NUGGET LAKE,NUGGET,8.60293637,1547.6105,1232,-119.8239278,50.32337563,1051,680,0,1,5,25,92,187,275,273,143,47,4,0,1,Quality,3,,359
00916THOM,O.K. LAKE,OK(LAKE #2253),9.61162024,1244.1345,1625,-121.0836433,50.46375138,736,476,0,0,2,9,46,121,217,210,98,31,2,0,1,Regional,3,,360
01357LNTH,ORCHARD LAKE,ORCHARD,9.55072899,1828.3286,779,-120.184284,50.99528135,1522,456,0,1,10,56,176,288,364,355,200,65,6,1,1,Regional,3,,361
00158GUIC,PASKA LAKE,PASKA(LAKE #592),47.20745766,4330.5813,1451,-120.6525944,50.52505975,822,436,0,1,3,13,59,147,235,222,106,33,2,0,1,Regional,3,,362
00218THOM,PASS LAKE,PASS(LAKE #259),31.43290207,2569.8337,961,-120.4756393,50.84195394,1382,443,0,1,8,43,161,275,331,323,179,56,4,1,1,Trophy,3,,363
00398THOM,PAT LAKE,PAT(SIX MILE),9.70520339,1902.5983,602,-120.7406908,50.73658437,1829,305,1,2,17,87,217,332,421,404,246,93,8,1,1,Quality,3,,364
01703LNTH,PAUL LAKE,PAUL(LAKE #261),251.290065,12194.8111,769,-120.1156633,50.7398275,1609,439,1,2,12,62,185,297,384,373,213,72,6,1,4,No Objective,3,,365
01171BBAR,PAVILION LAKE,PAVILION(LAKE #3033),216.6656948,12542.8066,805,-121.7374785,50.86472818,1543,433,0,2,11,54,170,279,374,364,213,70,6,1,1,Regional,3,,366
00240SETN,PEARSON POND,PEARSON POND(LAKE #3052),9.36046591,1558.3636,829,-122.7814502,50.91172407,1383,528,1,2,9,44,149,246,332,326,200,68,6,1,2,Regional,3,,367
01630LNTH,PEMBERTON LAKE,PEMBERTON(LAKE #265),7.28745621,1274.6413,1228,-119.9603155,50.78071173,1137,556,0,1,4,25,105,210,297,295,152,43,3,0,1,Regional,3,,368
00066STHM,PEMENT LAKE,PEMENT(LAKE #4369),11.51858383,1561.7051,1330,-119.5414792,50.73769482,1083,645,0,1,3,22,97,195,285,287,151,39,3,0,1,Regional,3,,369
00460LNIC,PETER HOPE LAKE,PETER HOPE(LAKE #2054),115.9339903,6061.7599,1091,-120.3166991,50.29376459,1148,390,0,1,6,29,106,207,295,289,159,52,4,1,1,Quality,3,00460LNIC,370
00026STHM,PHILLIPS LAKE,PHILLIPS(LAKE #4268),27.92758734,2763.8366,592,-119.5337367,50.80096418,1742,553,1,2,14,75,204,318,410,396,230,81,9,1,2,Regional,3,,371
00553LNTH,PHINETTA LAKE,PHINETTA(MEADOW),22.67351779,3077.7424,1122,-120.4936677,51.47305966,1002,568,0,1,4,20,88,194,268,256,127,40,3,0,2,Regional,3,,372
00229STHM,PILLAR LAKE,PILLAR(LAKE #4363),38.29422855,5279.5037,889,-119.6425286,50.59630991,1412,502,1,2,9,48,150,260,350,336,187,63,6,1,1,Regional,3,,373
01709LNTH,PINANTAN LAKE,PINANTAN(LAKE #270),58.15307037,4789.215,863,-120.0232433,50.7238685,1495,459,1,1,10,52,164,275,366,356,199,65,6,1,2,Regional,3,,374
01553NICL,PINNACLE LAKE,PINNACL(LAKE #4580),10.54030606,1636.4448,1430,-120.0507045,49.97669062,940,700,0,1,4,17,70,163,259,257,130,36,3,0,1,Quality,3,,375
01643CLWR,PLACID LAKE,PLACID(LAKE # 891),7.73702116,1427.4495,813,-120.1044586,51.93107506,1331,673,2,5,18,51,148,250,331,303,166,47,9,2,1,Quality,3,,376
00273SETN,PLATEAU PONDS,PLATEAU PONDS,5.62754349,984.4647,839,-122.8079588,50.90094375,1369,513,1,1,9,43,147,246,331,324,195,66,6,1,1,Regional,3,,377
00402LNIC,PLATEAU LAKE,PLATEAU,38.75693341,4100.021,1238,-120.2561722,50.31836128,1005,468,0,1,4,21,83,179,269,264,138,43,3,0,2,Regional,3,,378
00713STHM,,POWERLINE(MUD),9.60345334,2080.6512,1175,-120.0914051,50.49783745,1092,475,0,1,5,26,99,199,285,281,146,45,4,0,2,Regional,3,,379
01052STHM,PRATT LAKE,PRATT,17.60714827,2089.7729,1302,-120.0390827,50.42407759,961,549,0,1,4,20,78,171,260,255,130,39,3,0,1,Regional,3,01052STHM,380
00846DEAD,RED LAKE,RED(LAKE #286),109.7943656,10130.0782,948,-120.7818946,50.88276758,1366,418,0,1,8,42,151,261,334,322,185,56,4,0,2,Regional,3,,381
01191LNTH,REXFORD LAKE,REXFORD,3.83018293,1006.9935,857,-120.1842886,51.1577621,1411,502,0,1,8,46,159,270,346,337,183,55,5,1,1,Regional,3,,382
00456LNTH,,RICHARD(LAKE #898),13.71371148,1755.7663,1269,-120.3913045,51.49154221,913,582,0,0,3,16,73,179,255,232,119,34,2,0,1,Quality,3,,383
00763STHM,ROCHE LAKE,ROCHE(LAKE #293),168.2000424,11227.6636,1145,-120.1524564,50.47321082,1119,452,0,1,6,27,103,205,290,287,150,47,4,0,2,Quality,3,,384
00776STHM,,ROSE(LAKE #297),4.10443421,952.4394,1118,-120.1664086,50.4881441,1162,444,0,1,6,29,109,216,298,294,155,49,4,0,2,Regional,3,,385
00010LNIC,ROSS MOORE LAKE,ROSS MOORE(LAKE #299),43.62606524,3416.6685,1281,-120.4222672,50.46527581,1002,441,0,1,4,21,85,185,273,263,129,38,3,0,1,Quality,3,,386
01296STHM,SALMON LAKE,SALMON(LAKE #2500),115.2860252,7997.2074,929,-120.0034366,50.26917239,1290,431,1,1,8,39,131,234,323,315,169,61,6,1,1,Quality,3,,387
00092STHM,SCHEIDAM LAKE,SCHEIDAM(LAKE #991),7.62290946,1797.3571,589,-120.1727668,50.71230804,1826,377,1,2,18,87,218,332,421,409,239,89,9,1,2,No Objective,3,,388
00565BONP,,SCOTT #1,7.90417659,1696.5885,1362,-120.3777426,51.25797999,850,591,0,1,3,15,74,165,232,220,105,31,2,0,1,Regional,3,,389
00591BONP,,SCOTT #2(LILYPAD),2.51135895,667.6572,1371,-120.3703964,51.25480509,848,593,0,1,3,15,75,165,231,220,105,31,2,0,1,Regional,3,,390
00491STHM,SCUITTO LAKE,SCUITTO(LAKE #311),84.13801677,6402.8841,1046,-120.1329915,50.5486952,1252,441,0,1,6,34,127,231,318,312,166,51,4,1,1,Quality,3,,391
01053LNIC,,SECOND LOWER(LOWER SECOND),7.64359663,1262.875,1125,-120.674482,49.99026789,1066,525,1,1,6,25,91,186,275,274,154,49,4,1,3,Regional,3,,392
01046LNIC,,SECOND UPPER(UPPER SECOND),13.18691668,2457.4921,1125,-120.6645289,49.99122481,1066,523,1,1,5,25,91,187,275,275,153,49,4,1,3,Regional,3,,393
00492LNTH,,SEDGE,6.5293229,1005.5284,1275,-120.3967807,51.48492568,906,580,0,0,3,15,72,177,254,230,118,34,2,0,1,Regional,3,,394
00259BONP,SHARPE LAKE,SHARPE(LAKE #5491),56.91667008,5124.5165,1025,-120.8368027,51.3172137,1145,462,0,1,5,31,116,219,292,281,148,48,4,0,5,Regional,3,,395
01209LNIC,SHEA LAKE,SHEA(LAKE #2183),15.14864161,1554.4186,1041,-120.7382293,49.90083238,1115,592,0,1,6,29,99,197,284,283,159,52,4,0,3,No Objective,3,01209LNIC,396
01463UNTH,SILENCE LAKE,SILENCE(LAKE #911),62.83557163,5687.3577,773,-119.6929517,51.79641573,1427,805,2,5,20,56,151,265,352,331,183,51,9,3,1,Regional,3,,397
01674LNTH,,SILENT,6.64634617,961.6446,1121,-119.9111252,50.76443501,1210,523,0,1,5,31,118,224,314,303,162,47,4,1,1,Regional,3,,398
01095SHUL,SKIMIKIN LAKE,SKIMIKIN(LAKE #4368),10.80669959,1691.1118,547,-119.4459646,50.7853802,1774,572,1,2,15,79,210,324,414,400,233,85,10,1,1,Regional,3,,399
00858ADMS,SKMANA LAKE,SKMANA(LAKE #719),13.0021228,1787.0078,601,-119.729028,50.8769462,1750,509,1,2,14,76,206,321,411,397,232,80,9,1,1,Regional,3,,400
01903NICL,SKUNK LAKE,SKUNK(LAKE #2205),40.40151189,3542.9586,1527,-120.2139363,49.91664286,852,736,0,1,3,14,58,144,240,239,119,32,2,0,1,Regional,3,,401
01597CLWR,,SMITH(LAKE #917),5.11317078,978.0476,754,-120.0317486,51.95563093,1392,629,2,5,18,55,157,261,342,318,173,50,9,3,2,Quality,3,,402
01210LNTH,,SNAKE,5.20688538,1951.0717,820,-120.1747901,51.14522242,1455,493,0,1,9,50,166,278,354,344,189,58,5,1,1,Regional,3,,403
00699STHM,SPANISH LAKE,SPANISH(LAKE #4445),8.49930665,1232.7715,943,-119.4677199,50.48519976,1410,546,1,1,8,48,151,259,344,336,191,64,5,1,1,Regional,3,,404
00414BONP,SPECTACLE LAKE,SPECTACLE(LAKE #5459),12.74410704,2411.3659,1024,-120.8854712,51.29196991,1150,454,0,1,5,31,116,220,293,283,149,48,4,0,2,Regional,3,,405
00170GUIC,STAKE LAKE,STAKE(LAKE #334),21.64069719,2565.3931,1328,-120.4767041,50.51391219,971,446,0,1,4,20,83,182,265,255,121,36,2,0,2,Regional,3,00170GUIC,406
01876CLWR,STAR LAKE,STAR(LAKE #921),50.81172431,4831.688,1037,-120.1769409,51.65112093,1149,628,0,1,4,29,116,221,297,287,148,41,3,0,1,Regional,3,,407
00190LNIC,STUMP LAKE,STUMP(LAKE #342),708.9820221,19869.2988,743,-120.3705839,50.36093511,1571,296,1,2,13,61,175,281,372,362,216,80,8,1,6,Regional,3,,408
01409LNTH,SULLIVAN LAKE,SULLIVAN(KNOUFF),86.7072796,7101.9026,1149,-120.1183642,50.96408904,1189,595,0,1,5,28,125,235,298,295,153,44,4,0,1,Quality,3,,409
00737LNTH,,SUMMIT(BOOT),4.75448469,1458.8548,1347,-120.4160917,51.41978505,835,587,0,0,2,14,65,163,235,214,108,31,2,0,1,Quality,3,,410
00250LNTH,,SUMMIT(LAKE #1036),9.0913068,1824.5363,1483,-120.3814552,51.58662687,738,652,0,0,2,11,54,138,211,196,95,28,2,0,1,Trophy,3,,411
00174LNIC,SURREY LAKE,SURREY,49.71437337,5387.5703,1397,-120.6134896,50.38708511,874,460,0,1,3,14,64,155,249,234,116,35,3,0,1,Regional,3,,412
01013STHM,TODD LAKE,TODD,16.56393436,2263.8731,1297,-120.0404524,50.43464284,968,547,0,1,4,20,79,173,261,256,130,40,3,0,1,Regional,3,,413
00703STHM,,TOM CAMPBELL( BLEEKER (1)),5.95096279,1199.8532,1078,-120.1340798,50.50195215,1191,455,0,1,6,32,114,222,303,298,158,50,4,0,1,Regional,3,,414
00728LNTH,,TRAILS END(TRAILS END LAKE),12.52203972,1814.549,1283,-120.4327506,51.41979268,886,576,0,1,3,16,71,173,247,226,113,34,2,0,1,Regional,3,,415
00812STHM,TRAPP LAKE,TRAPP(LAKE #356),127.8715361,10808.7417,729,-120.2601632,50.47425066,1611,341,1,2,14,67,183,290,381,370,215,80,8,1,4,Regional,3,,416
00239THOM,TSOTIN LAKE,TSOTIN(DAIRY),29.86939169,2900.5463,776,-121.1620006,50.83178921,1599,339,0,1,11,60,185,297,381,370,214,72,6,1,2,Regional,3,,417
00762STHM,,TULIP(LAKE #371),9.62529097,1414.369,1123,-120.1577847,50.49002803,1156,448,0,1,6,29,108,215,297,293,155,48,4,0,2,Family,3,,418
00715THOM,TUNKWA LAKE,TUNKWA(LAKE #373),171.0534412,11696.2703,1144,-120.8581171,50.60988293,1136,347,0,1,5,27,105,212,301,285,149,47,3,0,1,Regional,3,00715THOM,419
00484GUIC,TUPPER LAKE,TUPPER,9.91156614,2060.1899,1363,-120.8793483,50.43485994,922,413,0,1,3,16,70,162,261,245,122,38,3,0,1,Regional,3,,420
01284BONP,TURQUOISE LAKE,TURQUOISE(LAKE #3035),6.50723098,1094.3354,807,-121.6878821,50.83022405,1545,410,0,1,11,54,173,281,376,364,211,67,6,0,1,No Objective,3,01284BONP,421
00715UNTH,,TWIN LAKES 1(TWIN LAKE #1),1.27147396,530.6192,698,-119.3418699,52.11266755,1464,1005,2,5,19,55,164,274,354,338,187,54,9,3,3,Regional,3,,422
01871MAHD,,TWO MILE(LAKE #944),5.21943324,912.5051,1195,-120.4641176,51.73114117,947,615,0,1,3,19,84,181,256,245,119,35,3,0,1,Regional,3,,423
00192SETN,TYAUGHTON LAKE,TYAUGHTON(TYAX),89.712506,7681.1363,1006,-122.7737225,50.94322018,1178,738,0,1,6,30,116,211,295,289,173,54,4,1,2,Regional,3,,424
00721GUIC,TYNER LAKE,TYNER,18.06747421,2457.7399,1332,-120.9343314,50.29116954,940,411,0,1,3,18,73,163,261,252,127,39,3,0,1,Regional,3,00721GUIC,425
00175DEAD,VIDETTE LAKE,VIDETTE(LAKE #5431),36.28672649,6955.665,873,-120.8948675,51.15914071,1346,421,0,1,8,43,149,254,332,320,177,57,5,1,2,Regional,3,,426
01935NICL,WALKER LAKE,WALKER(LAKE #2210),24.46634581,2284.7434,1543,-120.1862136,49.90844703,846,749,0,1,3,13,57,143,239,238,117,31,2,0,1,Quality,3,,427
00835THOM,WARE LAKE,WARE(BEAVERHOUSE),3.43271423,737.5299,1177,-120.8345827,50.57451963,1086,355,0,1,5,25,97,202,290,276,143,45,3,0,1,Family,3,,428
01635LNTH,WARREN LAKE,WARREN(LAKE #391),13.51954891,1754.7264,1258,-119.9826044,50.779738,1117,567,0,1,4,24,101,207,293,292,149,42,3,0,2,Quality,3,,429
00976NICL,WASLEY LAKE,WASLEY,22.47285571,3361.0979,1242,-120.1777123,50.05128063,1034,565,0,1,5,22,85,183,276,271,143,44,4,1,1,Trophy,3,,430
01308LNTH,,WEST BADGER,6.80564047,1132.9788,1117,-120.1491454,51.03954836,1215,544,0,1,5,30,133,241,301,298,155,46,4,0,1,Regional,3,,431
01381CLWR,,WEST,0.21938342,205.0867,650,-120.1959142,52.07467377,1506,589,2,6,22,66,173,279,362,338,190,57,9,3,1,Regional,3,,432
01041SHUL,WHITE LAKE,WHITE(LAKE #4276),561.0887709,13589.9564,471,-119.2645568,50.88268688,1831,638,1,2,15,85,223,334,422,409,238,89,11,2,3,Quality,3,01041SHUL,433
01256LNTH,WINDY LAKE,WINDY(LAKE #952),29.24732209,3832.0592,1507,-120.4367398,51.11714264,745,567,0,0,2,12,64,147,204,198,88,28,2,0,1,Regional,3,,434
00321LNTH,,WINEHOLT(WINEHOLE),5.7085132,1062.1657,1272,-120.337247,51.54342734,913,630,0,0,3,16,75,176,252,235,118,34,2,0,1,Quality,3,,435
01121STHM,WOODS LAKE,WOODS(LAKE #4466),26.67999703,2734.9096,1156,-119.7910213,50.38315951,1121,599,0,1,5,28,103,204,291,285,150,49,4,1,4,Regional,3,,436
00142GUIC,WYSE LAKES,WYSE,0.56666275,404.6764,1479,-120.664135,50.53531664,799,437,0,1,3,12,57,144,230,217,102,32,2,0,1,Regional,3,,437
00374KOTR,MOOSE LAKE,ALCES,24.92247358,2639.2751,1149,-115.5395177,50.12067317,1328,560,1,4,15,48,129,243,343,326,163,47,6,2,2,Quality,4E,00374KOTR,438
00006ELKR,,AOSTA LOWER(LOWER AOSTA),4.33021081,809.9798,1732,-115.1020859,50.5515885,761,855,1,2,5,14,44,135,228,219,87,23,3,1,1,Regional,4E,,439
00009ELKR,,AOSTA UPPER(UPPER AOSTA),1.97797396,647.2334,1753,-115.1126721,50.53855754,749,941,1,2,5,14,43,132,225,216,85,23,3,1,1,Regional,4E,,440
00221ELKR,,BARREN,0.81775906,375.2895,2212,-114.651096,49.80140078,515,1045,1,1,3,7,22,76,165,168,53,15,2,1,1,Regional,4E,,441
00379BULL,BAYNES LAKE,BAYNES,23.37579098,2228.4301,790,-115.2237702,49.23364995,1745,488,3,9,30,85,192,303,411,395,222,77,14,4,5,Family,4E,,442
00101SMAR,,BEAR,5.93015337,1130.0521,1228,-116.0109451,50.07978163,1284,526,1,4,15,42,124,233,332,320,163,42,5,2,1,Regional,4E,,443
00781COLR,,BEN ABEL,18.16459048,1677.9668,2359,-116.2538811,50.30887464,336,1209,1,1,2,5,15,52,104,113,33,8,1,1,2,Regional,4E,,444
00189COLR,BIG FISH LAKE,BIG FISH(DUNBAR LAKE),20.4684475,1980.1021,1113,-116.3871585,50.7868226,1256,589,1,4,15,49,128,234,321,303,153,41,5,1,4,Unknown,4E,,445
00738KHOR,BITTERN LAKE,BITTERN,17.01712936,1744.9802,1007,-116.5963296,50.97706947,1353,642,1,4,18,56,147,252,339,321,164,44,6,1,2,Quality,4E,00738KHOR,446
00506CLRH,BLACKWATER LAKE,BLACKWATER,14.53829391,2495.3327,972,-117.4063823,51.62330678,1334,824,1,4,16,49,144,245,339,319,167,43,6,1,3,Regional,4E,00506CLRH,447
